2022-05-18 23:05:37 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-19 18:05:794 INFO  PurchasePage :83 - Select filterby Price (high to low)Filter Field [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //select[@class='product_sort_container']]
2022-05-19 18:05:835 INFO  PurchasePage :87 - Slect costliest items [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //button[@class='btn btn_primary btn_small btn_inventory']]
2022-05-19 18:05:862 INFO  PurchasePage :89 - Select cheapest items [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //button[@class='btn btn_primary btn_small btn_inventory']]
2022-05-19 18:05:921 INFO  PurchasePage :93 - Click on shopping cart [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //a[@class='shopping_cart_link']]
2022-05-19 18:05:969 INFO  PurchasePage :97 - Click on checkout [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //button[@id='checkout']]
2022-05-19 18:05:35 INFO  PurchasePage :101 - Enter FirstName Mathew[[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //input[@id='first-name']]
2022-05-19 18:05:100 INFO  PurchasePage :105 - Enter Password PeterPassword field [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //input[@id='last-name']]
2022-05-19 18:05:164 INFO  PurchasePage :109 - Enter zipcode WA2 PL8Zipcode field [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //input[@id='postal-code']]
2022-05-19 18:05:218 INFO  PurchasePage :113 - Click on continue tab [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //input[@id='continue']]
2022-05-19 18:05:265 INFO  PurchasePage :117 - Click on Finish tab [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //button[@id='finish']]
2022-05-19 18:05:292 INFO  PurchasePage :121 - Getting text from element [[ChromeDriver: chrome on WINDOWS (fb8630c0fc59c04e8e3c7795f2bf55e9)] -> xpath: //h2[normalize-space()='THANK YOU FOR YOUR ORDER']]
2022-05-19 18:05:577 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-19 18:05:454 INFO  PurchasePage :67 - Enter user name standard_useruser name field [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //input[@id='user-name']]
2022-05-19 18:05:529 INFO  PurchasePage :71 - Enter password secret_saucepassword field [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //input[@id='password']]
2022-05-19 18:05:640 INFO  PurchasePage :75 - Click on login button [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //input[@id='login-button']]
2022-05-19 18:05:728 INFO  PurchasePage :79 - Click on Price tab [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //select[@class='product_sort_container']]
2022-05-19 18:05:819 INFO  PurchasePage :83 - Select filterby Price (high to low)Filter Field [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //select[@class='product_sort_container']]
2022-05-19 18:05:863 INFO  PurchasePage :87 - Slect costliest items [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //button[@class='btn btn_primary btn_small btn_inventory']]
2022-05-19 18:05:895 INFO  PurchasePage :89 - Select cheapest items [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //button[@class='btn btn_primary btn_small btn_inventory']]
2022-05-19 18:05:944 INFO  PurchasePage :93 - Click on shopping cart [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //a[@class='shopping_cart_link']]
2022-05-19 18:05:996 INFO  PurchasePage :97 - Click on checkout [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //button[@id='checkout']]
2022-05-19 18:05:75 INFO  PurchasePage :101 - Enter FirstName Mathew[[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //input[@id='first-name']]
2022-05-19 18:05:137 INFO  PurchasePage :105 - Enter Password PeterPassword field [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //input[@id='last-name']]
2022-05-19 18:05:200 INFO  PurchasePage :109 - Enter zipcode WA2 PL8Zipcode field [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //input[@id='postal-code']]
2022-05-19 18:05:254 INFO  PurchasePage :113 - Click on continue tab [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //input[@id='continue']]
2022-05-19 18:05:300 INFO  PurchasePage :117 - Click on Finish tab [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //button[@id='finish']]
2022-05-19 18:05:329 INFO  PurchasePage :121 - Getting text from element [[ChromeDriver: chrome on WINDOWS (0567f8033c1b108aef9ae661f47ac1ee)] -> xpath: //h2[normalize-space()='THANK YOU FOR YOUR ORDER']]
2022-05-19 18:05:543 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-19 18:05:318 INFO  PurchasePage :67 - Enter user name standard_useruser name field [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //input[@id='user-name']]
2022-05-19 18:05:398 INFO  PurchasePage :71 - Enter password secret_saucepassword field [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //input[@id='password']]
2022-05-19 18:05:517 INFO  PurchasePage :75 - Click on login button [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //input[@id='login-button']]
2022-05-19 18:05:611 INFO  PurchasePage :79 - Click on Price tab [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //select[@class='product_sort_container']]
2022-05-19 18:05:701 INFO  PurchasePage :83 - Select filterby Price (high to low)Filter Field [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //select[@class='product_sort_container']]
2022-05-19 18:05:746 INFO  PurchasePage :87 - Slect costliest items [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //button[@class='btn btn_primary btn_small btn_inventory']]
2022-05-19 18:05:777 INFO  PurchasePage :89 - Select cheapest items [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //button[@class='btn btn_primary btn_small btn_inventory']]
2022-05-19 18:05:832 INFO  PurchasePage :93 - Click on shopping cart [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //a[@class='shopping_cart_link']]
2022-05-19 18:05:888 INFO  PurchasePage :97 - Click on checkout [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //button[@id='checkout']]
2022-05-19 18:05:960 INFO  PurchasePage :101 - Enter FirstName Mathew[[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //input[@id='first-name']]
2022-05-19 18:05:22 INFO  PurchasePage :105 - Enter Password PeterPassword field [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //input[@id='last-name']]
2022-05-19 18:05:83 INFO  PurchasePage :109 - Enter zipcode WA2 PL8Zipcode field [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //input[@id='postal-code']]
2022-05-19 18:05:139 INFO  PurchasePage :113 - Click on continue tab [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //input[@id='continue']]
2022-05-19 18:05:187 INFO  PurchasePage :117 - Click on Finish tab [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //button[@id='finish']]
2022-05-19 18:05:215 INFO  PurchasePage :121 - Getting text from element [[ChromeDriver: chrome on WINDOWS (4f9f5270e69193087df407f695dd0243)] -> xpath: //h2[normalize-space()='THANK YOU FOR YOUR ORDER']]
